ID,KWAAD,DEPRE,DROOV,ANGST,ONTSP,BLIJ
20,6,8,7,7,89,44
20,7,8,12,13,88,66
20,66,11,14,26,30,26
20,12,24,13,18,17,9
20,8,4,18,5,84,63
20,1,3,5,1,89,33
20,1,5,5,4,94,50
20,19,12,8,14,73,12
20,3,8,11,10,82,78
20,5,6,2,1,90,81
20,5,18,1,20,95,82
20,40,50,60,5,42,18
20,1,7,3,5,75,36
20,6,6,6,5,85,47
20,14,5,43,24,62,23
20,4,8,6,40,29,37
20,5,16,6,3,88,31
20,78,6,3,55,60,6
20,5,17,14,14,91,77
21,1,5,54,5,80,22
21,3,2,3,4,79,60
21,5,4,1,4,54,68
21,4,3,1,14,81,54
21,2,2,1,27,82,53
21,3,4,1,3,74,47
21,1,8,60,22,47,15
21,1,1,1,8,80,34
21,1,1,1,1,54,41
21,1,1,1,34,42,41
21,1,1,1,1,60,52
21,1,1,1,1,55,52
21,1,1,1,21,47,54
21,1,1,1,15,22,49
21,1,1,1,1,1,41
21,1,1,1,15,80,54
21,1,1,1,1,68,52
21,1,1,1,1,100,48
21,1,1,1,1,80,47
21,1,1,1,1,60,54
21,1,1,1,1,41,54
21,1,1,1,1,67,54
21,1,1,1,1,47,54
21,1,1,1,1,47,52
21,2,1,1,1,60,50
21,1,1,1,15,54,54
21,1,1,21,1,54,27
21,21,1,1,1,41,27
21,1,1,1,1,42,51
21,1,1,1,14,60,51
21,1,1,1,1,54,46
21,35,1,47,1,54,28
21,1,1,1,1,61,51
21,1,1,1,1,41,50
21,1,1,1,1,54,54
21,1,1,1,21,47,50
21,1,1,1,1,60,52
21,1,1,1,1,40,51
21,1,1,1,1,61,51
21,1,1,1,1,67,51
21,1,1,1,1,54,53
21,1,1,1,1,67,51
21,1,1,1,1,41,52
21,1,1,1,1,21,41
21,1,1,1,1,78,53
21,1,1,1,1,60,54
21,1,1,1,1,67,59
21,1,1,1,1,41,51
21,41,1,1,1,41,50
21,22,1,1,1,21,52
21,1,1,1,21,60,54
21,1,1,1,1,60,48
21,1,1,1,21,21,48
22,5,8,5,4,76,83
22,10,7,11,9,77,75
22,14,9,11,3,75,81
22,5,8,6,5,40,75
22,3,9,8,11,22,71
22,41,12,16,7,47,51
22,28,15,10,11,63,62
22,43,23,19,33,64,59
22,12,5,13,11,65,71
22,8,10,10,7,69,71
22,16,6,12,4,66,64
22,9,6,12,11,71,69
22,10,12,6,4,77,66
22,16,7,17,14,71,62
22,10,7,12,20,54,60
22,52,43,40,48,36,47
22,47,30,36,26,42,58
22,22,13,15,17,59,55
22,6,8,7,6,74,70
22,8,12,10,11,67,73
22,12,8,8,6,67,64
22,2,7,5,2,61,60
22,7,5,11,6,64,63
22,8,12,12,10,69,65
22,14,12,12,17,63,60
22,30,25,16,9,58,54
22,20,9,12,21,43,68
22,18,10,16,12,38,75
22,23,22,14,11,64,59
22,18,17,34,19,70,70
22,62,48,33,33,59,47
22,27,29,28,16,62,68
22,20,21,22,18,70,66
22,22,14,19,14,47,78
22,29,12,9,8,53,75
22,20,19,22,12,73,63
22,19,17,18,15,67,78
22,17,18,17,16,78,71
22,16,14,14,11,73,75
22,12,15,7,10,69,75
22,8,4,12,10,68,74
22,16,13,12,16,70,74
22,12,7,9,9,67,73
22,11,14,13,15,73,72
22,12,14,12,12,69,70
23,14,24,16,13,75,75
23,12,18,12,5,47,77
23,19,11,22,12,28,59
23,10,19,18,19,44,63
23,32,18,19,22,30,26
23,26,53,25,31,38,40
23,21,29,19,20,39,41
23,20,14,13,23,25,15
23,15,26,30,41,55,22
23,26,24,16,19,33,44
23,18,14,24,13,67,70
23,7,9,9,15,70,43
23,23,31,35,29,47,24
23,17,16,23,3,54,25
23,10,20,26,15,50,54
23,8,18,10,4,52,9
23,16,10,9,4,26,18
23,1,13,3,5,35,26
23,12,8,6,4,31,19
23,7,16,14,6,45,50
23,2,9,1,13,49,39
23,7,21,10,16,19,33
23,16,11,3,1,20,37
23,49,15,15,7,8,26
23,16,5,12,3,29,21
23,5,5,21,29,68,65
23,12,5,9,8,42,61
23,10,17,12,1,44,42
23,2,18,12,1,25,26
23,14,10,11,12,27,26
23,3,3,3,2,27,56
23,5,13,19,5,18,31
23,8,11,26,4,49,52
23,11,1,2,14,23,59
23,5,5,1,35,27,40
23,12,7,12,43,26,37
23,16,9,14,62,23,33
23,33,56,52,27,12,25
23,41,42,38,39,39,40
23,33,28,31,28,26,25
23,9,33,22,44,27,35
23,19,21,22,8,40,36
23,34,26,21,16,45,28
23,15,31,21,10,22,27
23,4,19,13,3,36,40
23,14,24,15,2,30,41
23,30,21,24,13,17,35
23,31,18,12,17,19,25
23,61,44,16,47,12,19
23,16,23,23,21,11,18
23,26,46,17,17,3,34
23,34,40,28,33,33,21
23,31,32,38,26,16,19
23,26,31,17,26,11,23
24,7,4,11,1,61,57
24,6,5,11,4,60,42
24,6,5,6,5,49,47
24,5,1,4,1,83,61
24,1,2,1,1,40,42
24,5,3,1,5,62,68
24,1,3,3,23,19,35
24,25,1,5,6,73,57
24,5,1,2,1,77,75
24,3,3,3,5,73,76
24,5,1,1,7,78,68
24,3,6,1,1,71,70
24,6,1,1,5,38,34
24,1,4,1,6,77,76
24,4,1,1,4,66,75
24,17,1,24,11,40,26
24,1,1,4,7,56,49
24,1,3,2,1,68,73
24,1,3,28,1,57,34
24,3,4,4,2,47,65
24,4,1,1,3,70,73
24,1,4,5,1,49,68
24,4,1,1,1,74,75
24,19,5,1,1,34,45
24,5,1,1,1,70,51
24,1,2,1,3,59,49
24,1,1,1,1,61,80
24,1,2,1,2,49,50
24,1,2,1,1,67,83
24,1,1,1,1,57,73
24,1,1,1,2,62,53
24,1,4,1,1,60,76
24,1,1,1,1,56,72
24,1,1,1,1,79,74
24,1,1,1,1,61,80
24,1,1,1,3,47,59
24,1,1,1,1,74,80
24,1,1,15,1,65,33
24,1,1,11,1,65,30
24,1,1,1,1,61,58
24,1,1,1,1,55,74
24,1,1,1,1,45,71
24,1,1,8,1,46,50
24,1,1,1,1,60,76
24,1,1,1,1,69,71
24,1,2,1,1,66,71
24,9,1,1,1,59,65
24,1,2,1,1,72,73
24,11,1,16,1,34,51
24,1,1,1,1,51,72
24,1,1,1,1,74,81
24,1,1,1,1,66,65
25,4,6,1,1,100,78
25,72,35,93,68,33,56
25,9,1,4,4,94,58
25,6,6,1,1,88,78
25,3,6,5,1,92,70
25,1,21,12,1,42,36
25,1,1,1,7,75,59
25,5,1,1,1,77,58
25,22,22,1,1,77,39
25,1,47,60,8,86,26
25,1,47,25,1,65,13
25,8,1,19,1,74,55
25,1,5,1,1,63,40
25,5,4,8,1,92,66
25,12,7,6,7,73,83
25,3,5,9,3,68,70
25,25,1,23,6,76,74
25,8,7,9,45,81,75
25,19,6,1,1,75,86
25,9,8,10,10,68,49
25,13,7,5,11,74,62
25,5,1,2,5,88,59
25,11,5,30,29,40,31
25,5,10,5,10,100,50
25,4,7,5,4,61,42
25,14,6,9,2,85,81
25,1,1,1,1,100,75
25,7,8,9,10,68,72
25,1,2,7,5,72,54
25,1,4,1,3,82,63
25,5,5,1,5,74,61
25,4,6,4,6,41,42
25,2,4,6,5,76,61
25,6,9,3,6,58,68
25,6,10,1,24,63,33
25,1,11,12,5,44,54
25,4,4,1,5,58,19
25,2,2,3,4,74,74
25,3,1,1,6,86,47
25,1,6,1,2,79,90
25,5,4,1,22,64,69
25,2,2,6,3,63,57
25,1,9,7,5,46,40
25,11,6,12,11,67,63
25,5,5,4,6,100,39
25,7,3,1,4,97,50
26,9,16,14,14,75,58
26,9,31,22,14,68,65
26,12,14,26,18,61,74
26,9,22,23,8,42,54
26,25,12,13,32,30,39
26,7,14,15,6,93,60
26,6,7,18,7,87,72
26,21,8,8,17,46,59
26,25,7,22,12,42,39
26,17,26,41,6,17,33
26,8,29,15,8,47,32
26,4,19,21,9,70,28
26,10,19,40,9,47,59
26,7,26,25,9,54,60
26,9,14,14,22,58,57
26,9,20,9,14,73,60
26,9,18,19,25,54,45
26,24,33,44,9,63,60
26,17,24,33,9,52,12
26,9,23,26,7,62,33
26,12,17,26,8,55,38
26,3,17,15,12,69,32
26,6,14,11,6,65,48
26,15,24,42,7,49,28
26,24,16,39,8,47,18
26,9,30,48,5,42,24
26,56,24,18,8,41,19
26,26,23,31,2,40,42
26,7,19,47,8,53,15
26,26,24,61,8,59,10
26,8,14,22,6,54,29
26,10,10,18,5,64,35
26,10,11,25,6,45,59
26,7,9,22,5,42,38
26,23,6,7,7,28,26
26,7,6,7,6,27,62
26,8,6,13,3,33,29
26,13,10,26,3,42,65
26,5,6,11,5,62,68
26,8,9,9,5,66,71
26,8,7,9,5,64,70
26,6,8,10,5,72,68
26,1,8,9,1,68,64
26,3,1,9,1,58,62
26,12,2,13,1,45,60
26,7,3,15,2,24,46
26,10,8,16,3,71,54
26,6,9,17,3,46,41
26,8,6,24,7,47,41
26,10,16,26,12,47,47
26,36,22,9,12,22,22
26,12,14,21,8,36,52
26,43,6,19,10,41,59
26,10,12,16,7,50,40
26,14,15,19,8,42,35
26,30,21,27,21,33,47
27,28,16,24,56,54,72
27,42,46,23,21,72,53
27,65,72,48,48,27,65
27,21,32,53,56,6,24
27,14,21,26,30,73,47
27,7,30,20,19,18,93
27,12,21,18,19,100,89
27,1,11,13,31,82,82
27,16,7,21,16,72,100
27,7,13,12,14,84,72
27,21,19,22,26,19,23
27,26,14,29,20,73,73
27,83,86,82,84,16,18
27,26,82,75,20,19,23
27,28,26,29,32,50,31
27,81,17,64,21,24,23
27,28,25,40,17,59,49
27,16,30,30,8,62,48
27,26,33,29,14,68,50
27,7,28,22,26,28,73
27,24,11,31,20,64,54
27,26,22,16,19,71,60
27,70,25,63,25,68,26
27,14,32,15,11,52,55
27,72,10,20,20,21,28
27,26,12,29,24,24,21
27,29,29,25,30,56,63
27,33,22,41,17,33,27
27,13,15,22,20,64,14
27,26,19,40,31,39,33
27,27,24,23,30,29,70
27,27,39,22,43,47,71
27,35,40,37,37,53,42
27,34,53,37,24,50,33
27,41,75,47,32,41,33
27,50,27,17,45,26,47
27,41,47,74,54,26,26
27,31,16,30,25,69,72
27,27,31,26,48,47,30
27,28,48,15,33,32,62
27,12,28,14,28,81,73
27,23,19,30,25,73,19
27,27,20,69,23,24,84
27,42,60,68,32,29,38
27,50,52,34,50,56,33
27,9,8,10,10,76,81
28,16,21,14,19,29,56
28,16,14,17,26,86,64
28,27,45,40,23,75,50
28,25,48,57,19,56,29
28,36,28,22,20,60,42
28,13,18,19,14,74,67
28,53,67,49,51,50,52
28,18,55,17,20,89,54
28,35,39,55,43,18,16
28,25,40,27,18,45,24
28,18,15,8,13,77,67
28,9,6,7,9,91,84
28,6,6,12,9,78,11
28,6,13,5,1,87,60
28,70,1,9,6,73,67
28,64,35,34,8,19,50
28,8,11,1,6,89,71
28,54,21,12,30,2,64
28,51,11,25,1,11,47
28,1,1,1,74,10,71
28,18,44,68,14,42,27
28,1,13,1,13,78,40
28,26,1,1,1,66,66
28,1,1,1,1,100,84
28,3,8,9,4,99,68
28,7,9,33,15,56,26
28,47,89,71,10,38,10
28,12,84,74,15,38,29
28,19,53,54,7,15,45
28,18,49,33,15,26,57
28,7,27,9,8,33,33
28,10,9,15,9,71,69
28,7,40,28,9,73,48
28,9,89,83,6,52,9
28,10,7,7,8,74,64
28,3,26,19,1,82,61
28,7,12,12,7,81,82
28,9,10,8,7,93,86
28,9,10,12,6,71,74
28,12,35,10,9,83,72
28,8,28,22,8,83,63
28,14,10,19,11,11,68
28,7,10,10,11,11,68
28,9,12,12,10,89,84
28,9,12,12,7,83,87
28,8,9,7,9,7,89
28,5,8,5,7,92,84
29,13,8,15,13,74,55
29,11,11,9,12,82,72
29,13,40,26,50,51,33
29,11,21,26,55,26,51
29,27,25,19,22,68,60
29,20,9,21,29,51,56
29,14,14,19,18,37,44
29,11,13,12,17,55,61
29,10,13,12,10,57,60
29,8,15,13,9,51,54
29,10,9,9,8,80,80
29,16,14,19,11,81,84
29,16,9,12,13,73,72
29,17,51,36,32,26,38
29,44,18,19,17,65,71
29,8,9,9,9,89,76
29,9,6,6,9,57,64
29,6,11,11,11,74,66
29,9,7,7,11,46,42
29,10,10,12,11,51,42
29,13,13,19,21,29,36
29,69,21,42,22,19,17
29,27,26,30,30,27,50
29,39,30,29,10,33,14
29,11,9,12,12,19,35
29,15,18,23,25,31,35
29,14,19,28,13,36,52
29,20,15,31,30,34,42
29,12,18,18,14,47,59
29,18,37,12,20,37,48
29,9,12,11,23,30,43
29,18,11,25,16,41,44
29,10,19,16,16,34,30
29,17,19,21,16,27,44
29,20,10,7,14,40,47
29,8,9,9,10,49,42
29,22,12,12,21,20,48
29,12,19,14,10,51,43
29,16,11,12,15,40,52
29,10,11,7,9,43,40
29,11,6,12,10,43,40
29,13,15,10,13,64,64
29,24,12,9,13,41,61
29,9,8,18,8,50,43
29,12,12,10,6,46,46
29,9,14,12,10,47,55
29,6,23,6,12,40,48
29,11,10,5,7,39,37
29,7,12,11,10,56,11
29,24,9,33,9,46,40
29,14,13,10,11,50,58
29,10,11,12,6,48,48
29,12,9,11,10,55,62
29,7,9,8,8,55,47
30,7,12,8,17,75,33
30,8,8,7,8,54,45
30,8,8,7,5,81,51
30,6,5,8,6,61,68
30,5,8,8,4,65,58
30,8,4,1,4,64,51
30,3,7,1,5,75,57
30,1,21,18,1,64,37
30,5,1,1,5,69,47
30,1,1,16,7,77,54
30,31,9,5,3,1,39
30,8,1,1,2,60,52
30,1,1,6,1,47,43
30,1,1,1,1,74,52
30,19,1,1,12,50,40
30,6,6,4,1,60,54
30,1,1,1,1,49,47
30,12,18,8,1,48,48
30,1,3,1,1,58,41
30,2,12,1,8,37,30
30,1,1,1,1,50,52
30,1,10,1,1,36,52
30,5,1,1,1,60,60
30,1,4,5,1,74,44
30,1,6,5,1,45,41
30,1,5,1,1,51,46
30,5,11,6,1,47,38
30,1,1,1,1,58,40
30,1,1,12,2,59,49
30,2,1,1,1,61,52
30,1,5,2,1,37,41
30,1,7,1,3,58,44
30,3,4,1,1,45,41
30,5,1,5,1,71,57
30,3,1,4,2,55,54
30,1,1,1,1,47,40
30,1,1,1,1,48,55
30,21,13,10,1,43,42
30,5,3,1,1,50,41
30,1,1,2,1,41,41
30,1,2,3,4,40,42
30,4,1,1,2,52,54
30,1,2,1,1,51,48
30,1,1,1,1,43,46
30,17,1,1,1,27,41
30,5,1,1,1,49,54
30,4,4,4,1,37,35
30,3,2,3,6,41,38
30,1,1,1,3,55,48
30,1,1,1,3,36,46
30,1,1,1,1,48,52
30,1,2,1,1,44,42
30,1,2,1,1,58,44
30,3,1,2,1,57,48
30,1,1,4,4,52,56
30,1,1,5,1,59,54
31,4,14,23,63,31,61
31,5,33,12,14,35,74
31,11,23,40,18,64,48
31,5,13,7,13,62,79
31,6,10,8,2,69,92
31,75,55,50,38,14,19
31,58,59,62,15,49,19
31,63,54,38,18,48,40
31,47,54,50,47,48,49
31,1,9,3,3,43,78
31,1,2,2,3,84,89
31,13,8,1,7,64,79
31,1,1,1,1,67,69
31,12,13,12,12,74,75
31,13,11,1,2,60,61
31,9,23,17,11,79,43
31,19,19,18,9,55,50
31,3,9,10,9,73,59
31,4,5,5,2,68,65
31,8,5,5,2,79,89
31,2,5,1,3,63,62
31,3,5,4,1,71,81
31,4,4,5,5,57,73
31,3,3,1,1,61,73
31,16,15,12,16,48,55
31,3,7,3,5,61,68
31,1,4,3,3,76,60
31,2,1,3,1,67,77
31,6,9,8,13,34,56
31,6,1,5,10,75,68
31,2,1,1,3,70,71
31,12,12,7,12,50,52
31,5,4,5,6,72,71
31,4,13,5,9,45,50
31,13,5,5,15,52,57
31,5,9,59,1,59,30
31,11,6,8,12,66,56
31,5,8,4,5,62,37
31,11,66,56,10,49,3
31,46,14,57,7,34,17
31,4,7,11,12,53,63
31,12,61,59,10,60,10
31,4,9,12,8,66,48
31,2,2,8,7,61,61
31,1,1,1,6,73,75
31,82,13,9,8,36,13
31,3,3,4,4,67,64
31,4,4,1,4,75,79
31,1,1,1,5,68,60
31,8,1,1,9,58,67
31,2,1,4,3,63,66
31,4,5,3,1,77,77
31,1,1,9,5,57,49
32,65,61,70,30,26,20
32,28,61,29,64,26,61
32,4,10,1,5,26,71
32,3,1,21,5,68,62
32,12,1,1,1,94,96
32,39,17,48,12,19,46
32,14,23,15,9,68,75
32,8,4,24,13,29,54
32,27,18,12,48,15,50
32,10,1,24,1,61,72
32,1,4,1,14,49,26
32,1,1,1,1,100,93
32,1,45,61,1,28,1
32,12,58,53,41,1,32
32,28,35,72,33,23,17
32,1,32,75,29,29,13
32,48,54,35,46,47,18
32,25,24,37,12,16,12
32,30,24,1,3,24,11
32,15,27,20,1,26,23
32,7,17,23,25,50,69
32,3,1,14,1,39,41
32,1,7,12,1,82,87
32,27,1,23,3,39,31
32,1,59,4,3,26,18
32,10,35,1,1,38,33
32,1,1,1,1,63,57
32,1,1,1,12,23,20
32,12,4,12,36,80,54
32,5,1,7,1,66,75
32,2,1,9,1,88,86
32,21,12,1,7,86,76
32,11,1,1,5,46,68
32,19,19,23,16,61,62
32,40,24,17,9,62,68
32,22,12,1,34,57,62
32,5,12,8,3,75,81
32,15,8,5,13,82,61
32,10,22,5,26,62,58
32,2,12,9,47,78,72
32,12,10,7,4,90,82
32,50,1,13,14,100,56
32,10,6,22,33,87,50
32,39,3,21,7,77,73
32,12,32,35,22,76,71
32,7,8,3,14,78,93
32,12,19,9,12,91,84
33,19,39,22,20,52,23
33,36,31,34,6,65,24
33,17,26,26,22,43,29
33,70,21,19,7,65,16
33,28,57,57,22,25,7
33,27,42,29,21,59,24
33,41,42,41,1,19,30
33,17,21,22,1,54,42
33,61,30,7,5,24,23
33,6,7,7,7,42,13
33,12,8,14,1,61,25
33,9,13,11,1,59,36
33,28,18,19,1,30,12
33,46,19,16,4,35,10
33,36,11,15,1,20,11
33,41,21,1,1,22,20
33,15,22,20,1,69,40
33,56,51,25,1,13,11
33,57,60,20,1,12,26
33,24,59,44,1,24,19
33,36,19,16,1,41,26
33,6,24,21,1,84,38
33,19,22,26,1,67,21
33,24,14,14,1,61,49
33,25,20,22,1,61,39
33,63,78,74,1,14,1
33,62,66,59,1,10,12
33,10,19,24,1,28,23
33,33,25,12,1,21,17
33,12,18,23,1,22,25
33,27,33,29,1,18,21
33,61,66,67,54,2,24
33,18,12,20,1,27,61
33,23,15,25,6,26,10
33,40,59,58,1,12,12
33,57,31,13,1,20,28
33,77,75,50,1,27,17
33,73,62,39,1,38,12
33,33,58,49,1,53,3
33,79,71,64,1,22,1
33,54,75,71,1,25,1
33,56,67,77,1,1,1
34,12,1,10,13,86,83
34,11,10,36,20,56,54
34,21,8,31,32,73,60
34,14,1,13,10,67,68
34,19,15,13,15,74,68
34,12,8,8,10,75,75
34,15,20,14,12,72,84
34,14,9,11,3,58,76
34,16,9,11,1,68,75
34,5,2,11,12,82,78
34,15,10,5,12,74,81
34,5,4,6,5,84,85
34,1,1,7,5,88,81
34,11,4,2,12,83,87
34,2,11,2,5,84,89
34,12,8,13,9,85,75
34,46,31,29,17,44,46
34,7,24,10,19,62,59
34,16,1,28,12,68,70
34,21,5,10,17,82,72
34,8,1,14,13,76,74
34,13,12,14,12,100,75
34,41,10,20,16,36,40
34,3,4,6,4,82,76
34,11,4,14,6,78,73
34,14,12,8,7,74,66
34,13,10,12,11,72,57
34,19,12,10,25,62,60
34,15,23,11,23,54,44
34,8,11,10,8,52,59
34,50,23,36,9,48,45
34,15,22,12,12,39,57
34,15,16,9,14,64,78
34,19,71,71,39,36,36
34,10,9,9,9,56,77
34,11,10,25,11,84,78
34,6,11,9,7,79,84
34,14,5,4,17,68,83
34,1,1,1,6,4,90
34,13,8,9,10,79,82
34,10,11,8,7,74,60
34,9,5,30,4,76,81
34,5,19,20,15,63,81
34,11,12,8,14,58,79
34,16,9,14,17,71,75
34,2,1,6,5,73,75
34,23,21,56,19,37,52
34,14,24,16,19,51,75
34,10,9,12,11,74,79
34,1,1,13,18,9,75
34,12,15,19,13,76,80
34,12,12,14,21,78,75
34,24,13,17,4,70,82
34,12,12,12,6,70,41
34,89,18,8,11,40,40
35,5,1,18,1,36,29
35,1,1,1,4,73,15
35,1,19,23,1,72,54
35,2,1,12,1,68,61
35,1,9,9,14,46,39
35,17,9,1,20,37,15
35,1,9,9,1,78,57
35,1,1,1,18,67,67
35,1,5,1,9,55,60
35,10,9,19,1,36,22
35,1,28,38,19,38,42
35,1,13,18,13,64,59
35,1,9,10,12,71,77
35,57,46,33,52,40,43
35,11,11,19,20,30,26
35,1,15,14,14,42,16
35,1,7,13,9,38,28
35,3,10,8,11,41,26
35,1,11,1,16,33,44
35,1,1,1,7,39,65
35,1,10,10,26,31,21
35,1,1,14,24,30,26
35,1,1,1,17,38,33
35,1,1,1,59,37,14
35,1,1,1,31,30,16
35,1,1,1,27,55,27
35,1,1,1,1,68,46
35,1,3,1,11,63,53
35,1,1,1,1,66,49
35,1,1,1,1,75,63
35,1,1,1,25,58,31
35,1,1,1,11,58,39
35,1,1,3,29,26,12
35,1,1,1,8,70,31
35,1,1,1,14,61,60
35,1,22,1,14,64,57
35,1,1,1,10,59,39
35,1,1,1,22,29,30
35,1,1,1,16,62,59
35,1,1,1,6,71,64
35,1,1,1,15,57,55
35,1,1,1,5,47,38
35,1,1,10,16,32,22
35,1,1,1,9,47,21
35,1,1,1,9,71,33
35,1,2,1,1,82,61
35,1,1,1,1,75,72
35,1,1,1,9,42,33
35,1,1,1,12,19,15
35,1,1,1,12,22,9
35,1,1,3,14,14,24
35,1,1,1,18,19,1
35,1,1,1,1,14,1
35,1,1,1,1,37,60
35,1,1,1,1,80,68
36,18,20,1,1,67,60
36,1,1,4,1,97,78
36,1,1,1,7,84,81
36,5,5,4,5,77,75
36,3,5,7,1,69,76
36,5,4,8,4,63,63
36,5,5,5,5,82,90
36,1,3,1,1,79,88
36,4,5,2,4,87,84
36,7,2,5,5,86,90
36,1,8,6,4,76,94
36,1,1,6,5,83,78
36,3,2,5,6,77,82
36,5,1,3,5,75,94
36,3,4,5,6,76,81
36,4,1,6,3,73,79
36,17,3,8,2,53,69
36,4,3,2,5,81,85
36,1,2,4,1,75,68
36,4,1,1,9,89,72
36,5,2,5,2,82,82
36,5,1,2,5,71,82
36,3,2,4,4,76,5
36,1,5,4,5,74,75
36,5,4,1,4,75,89
36,4,3,1,1,26,79
36,1,1,4,1,75,94
36,1,3,1,4,79,85
36,4,5,12,6,72,86
36,7,5,8,7,76,69
36,6,3,7,3,50,81
36,7,2,4,9,77,74
36,4,1,3,5,50,67
36,6,9,8,6,75,67
36,8,6,7,5,59,59
36,11,3,3,5,49,76
36,5,9,14,6,69,77
36,8,6,5,8,69,59
36,7,7,2,7,64,65
36,2,6,4,1,87,75
36,4,10,4,9,72,77
36,4,5,5,6,75,74
36,5,5,5,5,85,79
36,1,1,8,10,65,85
36,5,4,2,5,50,92
36,5,5,5,6,66,78
36,12,5,7,5,15,67
36,10,9,7,17,32,51
36,16,8,3,9,43,41
36,5,6,4,4,59,42
36,5,15,12,5,82,77
36,6,5,5,5,59,81
36,1,5,1,3,73,73
36,4,1,4,1,75,81
36,1,5,6,2,75,65
37,25,30,27,22,68,52
37,47,25,41,23,27,22
37,19,27,48,25,24,52
37,52,36,54,26,36,23
37,33,60,54,15,32,37
37,22,25,26,11,30,66
37,40,23,17,20,65,64
37,9,28,20,9,33,26
37,13,31,29,19,22,68
37,19,24,23,4,40,48
37,18,18,11,2,69,69
37,50,43,69,57,19,24
37,59,45,70,27,31,26
37,47,45,63,17,23,30
37,54,33,50,26,17,42
37,48,32,42,13,25,31
37,58,33,33,14,67,59
37,9,33,32,14,15,54
37,12,54,15,45,59,46
37,8,42,62,12,48,49
37,24,42,44,28,29,29
37,24,40,39,16,38,40
37,10,20,39,11,66,59
37,13,19,22,26,70,68
37,20,51,45,1,67,42
37,10,24,13,20,86,64
37,18,20,29,9,57,40
37,16,12,21,12,62,68
37,13,9,23,10,56,64
37,15,31,50,17,42,45
37,1,10,16,10,25,60
37,8,11,14,15,72,50
37,12,12,10,17,68,62
37,22,17,18,10,25,62
37,10,11,19,13,38,81
37,23,33,43,12,33,46
37,6,12,15,7,49,26
37,15,25,26,7,27,39
37,23,13,13,1,62,66
37,9,22,32,11,56,57
37,6,8,12,7,81,87
37,25,18,7,29,10,58
37,97,58,56,10,18,9
37,48,31,33,14,54,63
37,31,18,55,8,19,74
37,25,35,47,27,21,49
37,13,24,58,18,61,76
37,11,58,14,19,79,65
37,15,14,20,1,19,70
38,5,7,6,6,47,49
38,8,47,23,8,8,19
38,5,12,22,7,49,66
38,8,4,6,6,60,63
38,2,8,5,4,75,68
38,3,5,5,9,95,78
38,5,7,6,3,94,80
38,6,5,4,5,47,93
38,5,4,1,1,91,89
38,3,5,4,1,95,93
38,5,5,3,4,97,96
38,5,6,8,5,84,93
38,4,2,5,5,50,47
38,5,9,1,8,62,65
38,6,5,7,5,66,79
38,4,5,3,3,91,79
38,5,1,5,5,76,91
38,4,1,1,5,88,81
38,6,8,3,1,72,48
38,1,7,1,1,76,48
38,7,1,2,5,49,50
38,1,1,3,1,75,93
38,2,1,3,4,79,60
38,1,2,1,4,70,63
38,6,4,1,7,68,65
38,3,5,1,1,94,100
38,22,8,1,3,50,48
38,4,11,1,3,48,43
38,1,17,5,3,14,33
38,1,1,7,1,22,9
38,9,22,12,9,2,1
38,1,2,1,1,81,72
38,1,1,4,2,78,76
38,2,1,4,1,22,20
38,1,12,4,1,14,16
38,1,8,1,3,50,50
38,4,2,2,4,79,77
38,1,1,1,2,78,77
38,1,1,1,3,68,78
38,9,1,1,1,33,59
38,4,9,3,2,31,47
38,14,13,14,5,69,75
38,18,12,1,1,48,67
38,34,7,27,11,43,53
38,1,2,1,1,74,75
38,31,1,8,39,47,28
38,1,1,1,1,45,52
38,1,1,9,1,53,61
38,1,1,1,3,77,78
38,1,1,1,1,67,72
38,4,1,1,1,78,74
38,1,1,1,1,77,75
38,1,1,1,1,68,73
38,1,1,1,1,77,77
38,1,1,1,5,89,97
39,11,12,5,6,77,59
39,30,33,12,1,60,28
39,10,10,1,1,94,100
39,6,15,18,5,58,49
39,1,1,1,1,12,30
39,1,4,5,5,81,56
39,1,3,1,1,68,66
39,36,32,33,28,27,30
39,1,1,1,1,36,25
39,1,1,1,1,86,68
39,3,1,1,1,83,64
39,1,5,4,1,78,66
39,1,2,4,1,67,66
39,1,1,14,1,76,86
39,11,25,28,12,33,38
39,23,15,26,42,39,40
39,16,29,14,1,74,54
39,8,5,6,4,69,61
39,1,1,2,1,80,76
39,1,1,1,1,83,83
39,12,6,8,12,69,68
39,6,17,5,3,68,49
39,11,15,1,1,76,83
39,1,24,1,1,75,89
39,23,13,18,12,74,84
39,14,1,5,11,76,78
39,12,15,17,17,82,80
39,33,20,38,33,59,35
39,12,20,18,9,27,48
39,21,11,26,22,39,43
39,16,13,19,1,32,47
39,7,11,6,5,55,67
39,6,9,16,14,78,73
39,8,8,5,8,32,35
39,10,7,10,6,48,46
39,13,6,15,11,57,68
39,14,15,11,19,80,80
39,14,14,18,10,71,75
39,15,1,14,15,43,64
39,11,8,6,18,75,70
39,12,14,2,8,59,62
39,6,7,6,12,39,42
39,26,42,57,42,54,32
39,16,16,12,12,60,72
39,8,16,9,12,55,55
39,2,8,8,9,54,82
39,5,5,12,10,77,83
39,10,7,7,1,73,76
39,24,10,10,12,68,78
39,13,16,25,12,65,68
39,15,10,13,7,62,68
39,9,12,15,12,55,68
40,1,1,1,1,86,67
40,1,1,1,1,67,48
40,1,1,1,1,76,60
40,57,1,1,1,54,38
40,1,1,1,1,74,59
40,1,1,1,1,68,68
