ID,KWAAD,DEPRE,DROOV,ANGST,ONTSP,BLIJ
19,15,2,1,11,94,84
19,11,7,12,10,8,10
19,15,17,8,9,20,69
19,9,12,7,5,77,66
19,5,13,5,8,16,26
19,11,13,12,12,12,78
19,81,13,12,3,83,81
19,11,17,18,11,72,86
19,9,15,6,11,10,75
19,17,11,12,15,74,68
19,10,12,18,7,5,80
19,7,18,11,9,68,68
19,5,11,1,8,83,78
20,56,11,18,10,30,18
20,66,57,50,33,38,20
20,23,24,14,14,71,47
20,16,13,19,19,68,41
20,5,12,6,9,84,69
20,17,12,19,8,88,75
20,10,12,9,14,88,54
20,6,8,10,9,88,78
20,12,7,5,15,51,50
20,11,22,11,5,63,54
20,5,6,8,6,84,60
20,5,7,6,8,94,81
20,37,7,6,2,75,61
20,47,27,54,47,37,19
20,25,43,47,7,16,12
20,4,38,55,19,83,49
20,10,43,19,6,15,14
20,61,15,53,45,13,7
20,24,17,31,20,61,64
20,12,12,9,5,90,74
20,3,6,5,9,77,74
