"ID","ANG","DYS","FEA","SAD","REL","HAP"
49,-2,3,1,3,4,3
49,1,4,1,3,4,3
49,1,3,1,2,4,2
49,1,4,1,3,4,2
50,-2,5,2,6,2,2
50,-2,6,5,5,2,2
50,1,5,4,5,3,3
50,-2,5,3,5,6,2
50,1,5,2,5,2,3
50,1,4,3,3,4,3
50,2,5,2,4,3,5
50,2,4,2,4,4,3
50,2,4,2,4,3,4
50,2,4,4,4,3,4
50,2,6,3,5,3,3
50,-2,6,3,5,3,3
50,-2,6,3,5,2,3
50,2,4,2,3,4,4
50,1,4,3,4,4,4
50,2,4,2,4,3,3
50,2,4,2,3,3,3
50,0,4,2,4,3,4
50,2,3,2,2,4,4
50,1,2,2,3,5,4
50,-2,5,2,2,4,3
50,2,3,1,2,5,4
50,3,4,1,4,5,4
50,3,3,1,2,5,4
50,2,3,2,2,5,5
50,2,3,1,1,5,4
50,3,4,2,2,5,4
50,3,3,1,2,5,4
50,3,2,1,2,6,5
50,3,3,1,1,5,4
50,3,2,1,2,5,4
50,2,3,1,1,5,5
50,3,2,1,1,5,4
50,3,3,1,2,5,4
50,1,3,2,2,5,3
50,2,3,1,3,4,4
50,0,3,1,1,5,4
50,3,4,1,1,5,3
50,-3,6,3,4,2,2
51,-2,3,2,3,3,4
51,-2,4,2,3,2,3
51,1,3,3,4,5,4
51,2,2,2,3,5,5
51,0,2,2,2,5,5
51,2,4,2,4,4,4
51,2,2,2,2,5,5
51,-1,2,2,2,5,5
51,2,1,2,3,5,5
51,1,2,2,3,5,5
51,1,2,2,2,5,5
51,2,2,2,2,5,5
51,3,3,2,3,3,3
51,-1,2,2,4,3,3
51,2,4,4,5,2,3
51,2,3,2,3,4,4
51,2,3,3,4,3,3
51,3,3,2,2,6,5
51,0,4,2,3,3,4
51,-3,4,5,5,3,3
51,2,2,2,2,6,5
51,-3,4,4,5,3,3
51,1,5,4,5,3,3
51,1,5,4,4,3,3
51,1,4,2,4,3,3
51,-1,5,4,3,2,3
51,0,4,3,3,2,3
51,2,6,4,6,3,3
51,2,4,2,3,3,3
51,2,3,2,3,5,4
51,3,2,3,3,3,4
51,2,2,2,2,5,5
51,2,5,4,6,3,3
51,-3,2,2,2,4,5
51,1,2,2,2,6,6
51,2,2,2,2,5,6
51,2,2,2,2,6,6
51,3,2,2,1,6,6
51,1,2,2,1,6,6
51,3,4,3,3,4,4
51,-3,6,5,5,2,3
51,3,4,4,5,3,4
51,-2,4,4,4,3,3
52,2,3,2,2,5,5
52,3,2,1,2,4,6
52,2,1,1,1,3,5
52,3,4,3,4,2,2
52,3,3,2,2,3,4
52,3,2,2,2,3,4
52,-2,5,1,5,2,2
52,-3,6,6,7,5,1
52,3,2,1,3,3,4
52,2,2,1,2,2,4
52,2,6,2,6,1,2
52,3,2,3,3,4,4
52,2,4,3,3,3,3
52,2,2,2,3,4,4
52,2,4,3,3,4,3
52,3,2,1,2,4,5
52,2,1,1,2,5,4
52,3,2,2,2,5,4
52,2,6,3,4,1,2
52,1,6,4,6,1,1
52,-1,6,4,2,1,1
52,2,4,3,4,4,2
52,1,5,2,4,2,1
52,3,1,1,2,3,1
52,2,3,4,4,3,3
52,1,4,3,4,2,1
52,1,4,3,3,3,4
52,1,2,1,3,5,1
52,0,4,2,3,4,2
52,1,4,2,3,5,3
52,-1,3,3,3,4,2
52,2,4,4,3,4,4
52,3,3,3,2,3,4
52,2,4,4,2,4,4
53,1,4,2,1,6,6
53,2,3,1,1,1,4
53,2,5,1,2,2,4
53,2,2,1,2,2,6
53,2,2,4,3,3,3
53,0,4,1,1,6,5
53,1,3,1,2,2,2
53,-2,4,1,2,3,2
53,1,3,1,2,5,4
53,1,3,1,2,5,4
53,2,4,1,2,3,5
53,2,3,1,2,4,4
53,1,5,1,2,3,4
53,2,2,1,2,5,5
53,2,3,1,2,2,4
53,-1,4,1,3,3,4
53,2,4,2,2,3,4
53,-1,5,1,2,3,4
53,2,2,3,1,4,4
53,1,3,1,2,4,4
53,0,4,2,2,4,4
53,-2,3,1,3,3,4
53,-3,5,2,3,3,3
53,1,2,1,2,5,5
53,-3,5,1,4,3,3
53,1,4,1,3,2,3
53,2,3,1,2,5,5
53,2,3,1,2,4,4
53,2,2,1,1,5,5
53,1,2,1,1,4,5
53,2,2,1,1,6,6
53,3,2,1,1,5,6
53,1,4,2,1,4,4
53,-2,3,1,2,2,4
53,-1,5,1,4,2,2
53,1,3,1,1,3,3
53,1,1,1,1,5,4
53,-1,2,1,1,3,3
54,3,4,5,4,1,1
54,0,7,7,1,1,1
54,0,1,1,4,4,1
54,2,1,5,4,1,1
54,1,1,1,4,3,1
54,0,1,1,4,1,1
54,-2,1,1,5,1,1
54,1,1,1,3,6,1
54,0,6,4,7,1,1
54,-3,4,1,4,4,1
54,3,1,1,5,2,1
54,0,3,1,5,4,1
54,0,1,1,4,4,1
54,3,1,1,7,2,1
54,3,3,1,1,3,1
54,3,4,4,6,1,1
54,3,6,1,5,1,1
54,1,5,4,3,4,1
54,1,5,4,5,1,1
54,3,1,5,6,4,1
54,1,6,3,7,2,1
54,0,5,1,6,4,1
54,1,5,1,5,4,1
54,0,6,1,5,4,1
54,1,1,1,3,4,1
54,1,6,5,7,1,1
54,3,6,6,7,5,1
54,3,5,6,7,1,3
54,-1,4,5,3,1,2
54,1,5,1,4,3,1
54,0,1,1,4,3,5
54,0,1,1,1,3,4
54,0,6,2,3,4,1
54,0,5,1,6,3,1
54,1,4,1,2,5,1
54,3,6,1,6,4,1
54,-1,4,1,5,4,1
54,0,1,1,4,4,1
54,-1,4,1,5,5,1
54,-3,5,2,6,1,1
54,-2,6,1,7,3,1
54,0,5,5,7,3,1
54,0,5,4,6,1,1
55,3,1,1,1,6,7
55,3,1,1,1,7,7
55,3,1,1,1,7,7
55,2,1,1,1,5,6
55,2,5,1,4,4,4
55,3,1,1,1,7,5
55,2,1,1,1,6,6
55,3,3,1,1,6,5
55,0,1,1,1,6,5
55,3,1,1,1,6,6
55,3,1,1,1,6,6
55,3,1,1,1,6,6
55,3,2,1,4,6,2
55,2,1,1,1,5,5
55,-2,4,1,4,4,1
55,0,1,1,7,7,1
55,3,1,1,4,6,1
55,1,1,1,4,5,4
55,3,1,1,3,4,4
55,3,1,1,3,4,1
55,1,2,1,1,5,4
55,1,4,1,3,5,4
55,3,1,1,3,5,4
55,0,4,1,6,4,1
55,1,1,1,3,6,1
55,0,2,1,3,4,3
55,3,1,1,2,5,2
55,3,1,1,2,5,4
55,3,1,1,1,5,5
55,-3,1,1,1,6,4
55,-1,1,1,1,5,5
55,-1,1,1,1,5,5
55,-1,1,1,1,4,3
55,3,3,1,1,6,4
55,3,3,1,1,4,4
56,0,7,4,6,1,1
56,1,6,2,5,5,1
56,0,7,5,6,2,1
56,2,4,3,5,4,3
56,0,1,3,3,4,1
56,2,4,1,4,5,1
56,3,2,2,3,4,4
56,0,3,3,3,5,1
56,2,3,1,3,4,2
56,2,6,1,5,4,1
56,2,4,2,3,2,1
56,1,3,4,5,2,1
56,0,6,2,7,1,1
56,1,4,2,4,4,1
56,0,7,2,5,4,1
56,0,4,1,4,3,1
56,1,4,1,5,3,1
56,1,4,1,4,2,1
56,1,4,4,6,2,1
56,2,3,1,3,4,4
56,1,7,4,5,1,1
56,1,3,2,4,3,1
56,1,4,1,5,4,1
56,1,2,1,2,4,4
56,1,5,6,6,2,1
56,2,3,3,3,5,4
56,2,4,1,5,2,3
56,0,2,1,3,3,2
56,1,3,1,3,3,2
56,1,2,3,3,3,2
56,1,3,1,4,3,2
56,0,4,2,4,1,1
56,0,5,2,5,2,1
56,1,5,3,4,2,1
56,0,6,2,4,1,1
56,1,5,5,6,1,1
56,1,4,3,4,1,1
56,1,6,3,6,1,1
56,0,7,7,7,1,1
56,2,5,6,7,1,1
56,0,4,5,4,1,1
56,1,7,2,4,1,1
56,-1,5,6,6,1,1
56,2,3,2,4,1,1
56,0,3,1,3,4,3
56,0,2,1,3,5,4
56,1,4,2,4,3,3
56,0,2,5,3,3,4
56,2,4,1,3,4,2
57,1,4,2,1,2,5
57,0,2,1,2,4,5
57,2,2,1,4,4,4
57,2,2,1,1,5,6
57,1,3,1,1,6,5
57,3,4,1,4,3,3
57,3,2,1,2,4,5
57,3,4,2,3,3,4
57,0,2,1,4,5,4
57,0,2,1,1,5,5
57,3,4,2,3,3,2
57,1,1,1,1,6,5
57,-1,4,1,1,3,2
57,3,1,1,1,6,3
57,1,2,1,1,6,5
57,0,3,1,1,3,3
57,0,4,1,4,4,4
57,3,3,1,3,4,2
57,2,5,2,5,4,2
57,0,4,2,4,3,2
57,0,5,2,4,3,2
57,2,2,1,4,4,2
57,0,5,1,6,3,2
57,1,4,1,4,4,3
57,1,2,1,2,4,4
57,3,4,2,3,2,2
57,0,4,2,5,3,2
57,-2,5,2,6,1,1
57,-2,6,2,6,2,2
57,0,5,3,6,1,2
57,3,3,1,2,4,5
57,2,2,1,1,5,7
57,0,2,1,2,5,3
57,0,2,1,2,5,3
57,3,2,1,2,4,3
57,-2,2,1,1,4,6
57,-1,3,1,2,4,4
57,1,6,2,5,1,2
57,2,1,1,1,4,1
57,2,2,1,1,4,5
57,3,2,1,2,3,4
57,1,3,1,4,3,2
57,0,4,2,3,4,4
58,0,5,3,4,3,3
58,1,2,1,3,5,4
58,-2,2,1,5,4,4
58,2,2,1,4,4,4
58,0,1,2,4,4,4
58,2,4,4,4,3,4
58,2,4,2,4,4,4
58,-2,5,2,5,1,2
58,1,5,2,5,2,2
58,2,2,2,4,4,4
58,2,3,2,3,4,4
58,2,1,2,3,4,4
58,0,2,1,2,4,4
58,-2,3,1,2,5,4
58,0,3,2,4,4,4
58,2,1,1,5,5,4
58,1,3,1,4,4,4
58,2,3,1,3,4,4
58,0,3,2,4,4,4
58,0,4,2,5,4,3
58,0,1,1,3,5,4
58,2,1,1,3,5,4
58,-3,1,1,2,5,4
58,1,4,2,4,3,3
58,0,3,3,5,3,3
58,-1,3,2,4,3,4
58,-3,3,2,5,3,2
58,1,3,3,4,2,3
58,1,3,1,3,4,4
58,0,2,1,4,3,4
58,1,1,1,2,5,5
58,2,1,2,4,4,4
58,0,1,1,2,4,5
58,1,3,3,4,3,4
58,0,3,1,3,3,3
58,1,1,1,3,4,4
58,0,1,1,2,4,5
58,2,1,1,4,4,4
58,0,1,1,2,5,5
58,1,1,1,3,4,4
58,-2,1,1,2,4,4
58,-3,1,1,3,4,4
58,2,1,1,2,4,4
58,2,3,2,5,3,3
58,0,1,1,3,3,3
58,2,1,1,3,4,4
59,-1,4,5,4,4,4
59,2,3,2,2,5,5
59,3,1,2,1,6,6
59,2,1,2,1,5,6
59,3,1,1,2,6,5
59,2,1,2,2,6,5
59,3,2,2,2,4,5
59,1,1,2,1,5,5
59,3,1,2,1,5,5
59,2,2,2,2,5,5
59,0,1,2,2,5,5
59,2,1,2,2,6,6
59,0,1,1,2,6,5
59,2,4,2,4,4,4
59,-1,3,2,3,4,4
59,0,4,4,4,4,4
59,1,5,3,3,4,4
59,2,3,3,3,4,4
59,2,4,4,2,4,5
59,2,3,2,2,5,5
59,3,2,2,2,5,5
59,-3,2,2,3,5,5
59,2,1,1,1,6,6
59,1,1,1,2,5,5
59,3,1,1,1,5,6
59,-3,1,4,2,4,4
59,-3,1,1,2,6,6
59,3,1,1,2,6,6
59,1,1,2,2,5,5
59,1,1,1,2,5,5
59,3,1,1,2,6,6
59,2,1,1,2,5,6
59,-1,1,2,2,6,6
59,3,1,2,2,5,5
59,3,3,2,2,5,5
59,2,3,2,3,5,4
59,3,2,1,2,5,5
59,3,1,2,2,6,6
59,-1,2,2,2,5,5
59,1,2,2,2,5,5
59,2,1,1,2,5,6
59,3,2,1,2,5,5
60,2,3,1,2,5,4
60,2,3,1,2,5,4
60,2,1,1,1,6,4
60,1,1,2,5,1,4
60,2,3,1,2,4,5
60,2,6,1,1,6,4
60,2,2,2,1,6,7
60,2,5,2,1,3,4
60,2,3,1,2,4,4
60,2,2,1,4,5,4
60,-1,6,5,4,1,1
60,2,2,1,4,5,5
60,0,1,1,2,4,4
60,3,1,1,1,5,5
60,3,7,5,2,4,4
60,0,4,2,2,3,4
60,1,1,1,2,5,5
60,3,6,2,2,4,5
60,-2,2,1,2,6,1
60,2,1,1,1,6,6
60,0,2,1,2,5,4
60,3,2,1,1,6,4
60,2,6,2,2,4,2
60,-3,7,5,4,4,3
60,-3,4,5,4,4,4
60,1,2,2,4,6,4
60,2,4,2,3,5,3
60,2,2,1,3,5,3
60,0,2,3,3,5,2
60,2,2,4,4,2,1
60,2,3,2,4,4,3
60,-2,1,1,2,4,4
60,-2,6,5,5,2,2
60,1,1,1,2,4,4
60,0,1,1,5,2,4
60,-1,2,2,4,2,3
60,1,4,6,5,2,4
60,1,3,3,3,3,3
61,3,2,2,5,5,2
61,3,1,1,2,6,6
61,3,1,1,2,6,5
61,2,1,1,4,5,3
61,2,1,1,2,5,1
61,1,2,1,3,4,4
61,3,1,1,1,6,4
61,2,1,1,2,5,4
61,-1,6,1,4,2,2
61,2,2,1,2,4,5
61,2,5,1,3,5,4
61,1,5,1,2,2,5
61,1,1,1,2,5,5
61,1,6,4,5,5,3
61,2,2,1,3,5,5
61,1,2,1,3,5,4
61,3,1,1,1,6,6
61,2,6,1,5,4,2
61,2,6,1,5,2,3
61,1,6,1,6,2,3
61,2,3,1,4,4,4
61,2,3,1,5,3,3
61,2,4,1,5,4,3
61,1,4,1,4,5,4
61,2,3,1,4,3,3
61,2,3,1,3,3,4
61,3,2,1,2,6,5
61,-3,7,5,1,1,2
61,0,5,1,5,3,3
61,2,2,1,3,5,5
61,2,2,1,3,4,4
61,1,2,1,4,5,4
61,2,3,1,2,6,5
61,1,2,1,2,5,5
61,2,2,1,3,5,5
61,3,2,1,2,6,5
61,2,1,1,3,4,4
61,3,2,1,2,6,5
61,2,2,1,2,6,5
61,2,2,1,2,6,6
61,1,2,1,3,5,5
61,1,3,1,3,5,4
61,1,3,1,3,5,4
61,2,2,1,2,6,6
61,1,2,1,2,6,6
61,2,6,2,2,5,4
61,1,2,1,3,4,4
61,3,2,1,3,4,5
61,1,6,1,3,5,4
61,3,3,4,3,4,5
61,2,2,1,2,5,5
61,1,2,1,3,5,4
61,2,6,1,3,4,4
61,2,6,1,3,4,4
62,0,6,1,3,5,5
62,3,7,2,5,2,4
62,1,3,1,2,6,5
62,-1,3,2,2,4,3
62,0,6,1,3,2,2
62,2,2,1,2,6,4
62,3,2,1,3,6,6
62,1,3,1,4,3,3
62,2,4,1,3,4,4
62,0,6,2,5,3,3
62,3,4,1,4,5,5
62,2,3,1,2,4,3
62,3,4,3,4,2,1
62,3,2,1,3,4,3
62,2,1,1,2,3,2
62,3,2,1,2,2,1
62,1,2,1,1,6,5
62,3,2,1,1,6,5
62,-3,2,1,1,6,6
62,3,2,1,1,6,6
62,0,1,1,1,5,5
62,2,1,1,1,6,5
62,3,1,1,1,7,6
62,-3,1,1,2,3,4
62,1,2,1,4,5,5
62,3,1,1,1,4,5
62,3,1,1,1,6,6
62,3,1,1,1,7,7
62,3,1,1,1,7,6
62,3,1,1,1,6,6
62,3,1,1,1,6,6
62,1,1,1,2,3,3
62,2,3,1,3,4,4
62,0,2,1,2,5,5
62,1,2,1,2,4,4
62,2,1,1,1,4,5
62,3,1,1,2,5,4
62,1,1,1,1,5,4
62,3,1,1,1,5,3
62,3,1,1,1,6,2
62,0,1,1,1,4,4
62,2,1,1,3,4,4
62,-3,4,4,3,1,2
62,-3,6,3,4,1,2
62,0,7,4,5,2,2
62,2,4,1,5,3,3
62,3,3,2,5,2,1
63,2,5,1,3,5,6
63,0,4,1,2,3,2
63,2,1,1,2,6,6
63,1,4,1,2,4,1
63,0,2,1,2,4,5
63,1,1,1,1,4,4
63,1,5,1,3,1,1
63,0,5,1,4,1,1
63,1,6,4,6,1,2
63,0,6,1,4,1,1
63,1,5,2,3,1,2
63,1,7,2,5,1,1
63,1,4,1,3,6,6
63,1,3,1,1,4,4
63,1,3,1,2,4,5
63,1,5,1,3,4,4
63,1,5,1,2,1,1
63,0,7,1,4,1,3
63,0,6,5,5,1,1
63,1,6,2,5,1,1
63,1,5,1,2,5,4
63,1,5,2,2,4,4
63,1,5,1,3,6,4
63,1,4,1,2,6,5
63,1,5,4,3,4,4
63,1,5,1,4,2,5
63,0,6,1,2,2,2
63,1,5,2,5,1,2
63,2,5,1,2,4,4
63,1,1,1,2,5,4
63,1,3,1,2,5,4
63,1,6,1,2,5,5
64,1,3,5,4,3,3
64,-2,5,5,5,2,2
64,-3,5,4,3,3,2
64,2,4,3,5,2,2
64,-1,2,3,4,4,4
64,3,2,3,5,4,3
64,3,2,2,1,5,5
64,2,2,2,3,5,4
64,-2,3,3,2,5,5
64,2,2,2,3,6,4
64,2,4,3,5,3,2
64,2,1,3,1,4,6
64,-2,2,2,3,5,4
64,2,1,3,5,3,3
64,-1,3,2,4,4,3
64,1,3,3,2,5,5
64,2,2,3,3,4,4
64,2,2,3,5,2,3
64,1,3,3,4,5,4
64,1,1,2,1,5,5
64,2,2,2,2,5,5
64,-1,2,2,3,5,4
64,0,4,2,3,4,4
64,2,3,2,2,4,4
64,2,2,2,2,5,5
64,2,1,4,5,2,3
64,2,1,2,2,5,6
64,2,1,1,2,5,6
64,1,2,1,1,6,6
64,1,2,3,2,4,4
64,2,3,2,2,4,5
64,2,3,3,4,4,4
64,1,1,3,3,3,4
64,1,2,1,2,5,5
64,2,3,2,2,4,4
64,0,2,2,3,5,4
64,2,1,3,2,5,5
64,2,1,2,2,6,5
64,1,1,3,2,5,5
64,1,5,5,5,2,2
64,2,4,1,2,5,4
64,-2,1,4,2,2,2
64,1,3,2,4,4,4
64,-3,5,3,5,2,2
64,-3,5,3,5,2,2
64,1,5,2,4,2,2
64,-2,5,3,5,2,2
65,2,2,2,3,5,5
65,2,3,2,2,6,5
65,-2,2,2,2,5,5
65,1,2,2,2,5,5
65,-1,3,2,5,5,3
65,-1,2,3,4,1,3
65,-1,2,2,4,2,4
65,2,5,2,2,6,5
65,-1,4,2,3,6,5
65,2,4,2,3,5,4
65,3,2,1,2,6,5
65,3,2,1,2,6,5
65,-1,2,2,2,4,5
65,-2,2,2,2,3,5
65,3,3,2,3,3,5
65,0,2,1,2,5,5
65,2,2,1,2,6,5
65,3,2,2,1,4,5
65,3,2,1,2,5,6
65,-2,2,1,4,4,5
65,-2,1,1,4,4,5
65,-1,2,4,2,4,5
65,3,2,2,1,5,5
65,-1,3,2,4,4,4
65,-3,3,2,3,3,4
65,-3,2,2,1,5,5
65,-2,2,1,1,5,5
65,1,5,2,2,2,4
65,-1,4,2,3,4,4
65,2,2,1,2,4,5
65,2,2,1,1,5,5
65,2,2,1,1,4,6
65,1,2,3,2,3,5
65,-1,2,1,2,4,4
65,0,2,2,2,4,4
65,2,3,1,1,4,5
65,2,1,1,1,5,5
65,3,2,1,1,5,5
65,2,2,1,1,5,5
65,3,2,1,1,5,6
65,-2,1,1,1,4,5
66,3,2,2,2,5,5
66,3,1,1,2,6,5
66,3,1,1,2,7,5
66,3,1,1,1,6,5
66,0,1,1,1,2,5
66,3,1,1,1,6,5
66,-3,6,5,3,2,2
66,3,1,5,5,2,2
66,-1,3,3,2,4,4
66,2,1,1,2,7,5
66,-3,1,4,5,1,1
66,3,1,1,4,3,1
66,3,1,2,4,2,3
66,-3,1,1,1,6,5
66,2,1,1,1,6,4
66,3,1,1,1,6,5
66,3,1,2,4,5,4
66,3,1,1,1,6,5
66,3,1,1,2,6,5
66,3,1,1,1,5,4
66,3,1,1,1,2,4
66,3,1,1,2,2,2
66,3,1,1,1,5,5
66,-2,1,1,1,3,4
66,0,1,1,1,1,1
66,3,1,1,1,1,2
66,3,1,1,3,3,3
66,2,1,2,2,1,1
66,3,1,1,1,4,4
66,3,1,1,1,7,6
66,3,1,1,1,4,4
66,2,1,1,1,4,4
67,-3,2,1,1,4,4
67,3,1,1,1,6,5
67,1,1,1,1,6,5
67,2,1,1,1,5,6
67,3,1,1,1,5,6
67,1,1,1,1,5,4
67,3,1,4,1,3,6
67,1,1,1,1,5,4
67,3,1,1,1,3,3
67,3,2,1,1,3,4
67,-1,2,1,1,4,5
67,2,1,1,1,5,4
67,2,1,1,1,5,4
67,-1,1,1,2,3,3
67,2,1,1,1,4,3
67,-2,1,1,1,4,3
67,-2,1,1,1,5,4
67,-3,1,1,1,5,4
67,1,1,1,1,4,4
67,2,1,1,1,3,4
67,3,1,1,1,4,4
67,2,1,1,1,4,4
67,1,1,1,1,5,4
67,-3,1,1,1,3,2
67,2,1,1,1,3,4
67,-2,1,1,1,3,4
67,-3,2,6,1,6,3
67,2,1,1,1,5,2
67,2,1,1,1,5,5
67,3,1,1,1,5,5
67,3,1,1,1,4,5
67,-2,1,1,1,5,4
67,3,1,1,1,3,5
67,-3,1,1,1,3,3
67,-1,1,1,1,5,3
67,1,3,1,1,4,2
67,-2,1,1,1,5,1
67,1,1,1,1,4,3
67,3,1,1,1,3,4
67,-2,2,1,1,4,3
68,3,1,1,1,6,6
68,3,1,1,1,6,6
68,3,1,1,1,4,5
68,3,1,1,1,7,6
68,3,1,1,1,6,7
68,3,1,1,4,1,4
68,-3,4,1,2,6,6
68,3,3,1,4,4,1
68,3,4,1,2,4,1
68,3,1,1,1,2,6
68,3,1,1,1,7,7
68,3,1,1,1,7,7
68,3,1,1,1,7,7
68,3,1,1,1,7,6
68,3,1,1,1,6,7
68,3,1,1,1,6,7
68,2,1,1,1,7,7
68,3,1,1,1,5,7
68,3,1,1,1,6,6
68,3,1,1,1,5,7
68,3,1,1,1,7,6
68,2,1,1,1,4,4
68,3,1,1,1,7,5
68,3,1,1,1,6,7
68,3,1,1,1,7,6
68,3,1,1,1,7,7
68,3,1,1,1,4,6
68,-3,4,1,3,2,1
68,3,1,1,1,6,6
68,-1,4,1,4,1,1
68,1,4,1,2,4,4
68,3,1,1,1,6,6
68,3,1,1,1,7,6
68,3,1,1,1,4,6
68,3,1,1,1,6,6
68,3,1,1,1,6,6
68,3,1,1,1,6,6
68,3,1,1,1,4,4
68,3,1,1,1,6,6
68,3,4,1,1,6,5
68,1,1,1,1,5,6
68,3,1,1,1,6,6
68,3,1,1,1,7,6
68,3,1,1,1,6,6
68,3,1,1,1,7,7
68,3,1,1,1,6,6
69,2,6,4,5,5,2
69,0,4,5,3,2,4
69,3,1,1,1,7,7
69,-2,3,2,5,5,3
69,0,2,1,4,6,3
69,1,6,1,2,6,5
69,3,3,1,3,6,4
69,2,2,1,3,7,4
69,3,2,1,2,6,2
69,0,6,2,1,3,2
69,2,6,2,4,4,4
69,-3,7,4,5,1,2
69,-2,6,4,4,5,4
69,1,6,2,5,4,3
69,-3,7,3,5,4,3
69,3,3,1,4,5,3
69,3,5,1,4,6,2
69,3,4,1,3,6,2
69,0,6,2,5,5,2
69,3,2,1,4,6,3
69,2,6,2,5,4,3
69,3,5,2,5,4,2
69,3,5,1,5,6,3
69,2,4,1,5,6,3
69,3,2,1,3,6,4
69,2,2,1,3,6,3
69,3,5,1,5,5,2
69,0,3,1,4,6,3
69,0,2,1,4,6,4
69,0,2,1,5,6,3
70,1,1,2,2,3,4
70,-1,2,2,3,5,2
70,3,1,1,2,3,1
70,2,3,2,2,3,5
70,2,2,1,4,3,4
70,-2,3,1,1,4,1
70,-2,5,1,5,3,1
70,-2,3,1,3,1,3
70,3,2,1,1,3,3
70,3,1,1,2,5,6
70,2,3,1,4,4,3
70,2,2,1,4,4,3
70,2,1,1,1,5,5
70,-1,4,1,1,2,1
70,-1,5,1,5,2,2
70,2,1,1,1,5,6
70,1,6,1,5,5,1
70,3,1,1,2,5,5
70,3,1,1,1,5,5
70,-1,1,1,3,3,4
70,1,1,1,1,4,7
70,1,2,1,1,4,3
70,2,4,5,1,2,3
70,3,1,1,1,4,4
70,-3,6,3,4,1,1
70,2,5,2,5,1,2
70,3,6,3,4,1,1
70,3,1,1,5,1,4
70,-2,4,2,5,1,2
70,2,3,1,1,4,5
70,1,4,1,5,1,3
70,2,3,2,2,2,3
70,2,3,1,2,3,5
70,1,1,1,1,3,4
70,2,3,1,1,5,5
71,3,1,1,1,7,4
71,3,3,1,1,4,4
71,2,4,1,1,4,1
71,3,1,1,1,4,4
71,3,2,1,1,5,1
71,3,1,1,1,7,4
71,0,1,1,3,3,1
71,1,1,1,2,4,1
71,1,1,1,1,4,1
71,1,1,1,1,5,2
71,2,1,1,1,3,1
71,-3,3,1,4,1,1
71,1,2,1,1,3,1
71,3,3,1,1,1,1
71,3,1,1,1,4,4
71,1,1,1,1,1,1
71,1,1,1,1,2,1
71,2,2,1,1,1,1
71,-2,4,4,1,1,1
71,1,1,1,1,4,5
71,1,1,1,2,4,1
71,1,2,1,2,4,1
71,0,2,1,2,2,1
71,2,2,2,2,3,1
71,1,2,1,2,4,1
71,0,1,1,2,2,1
71,3,1,1,1,3,2
71,2,1,1,1,3,2
71,3,1,1,1,5,2
71,3,1,1,1,4,2
71,3,1,1,1,4,4
71,3,1,1,1,3,4
71,3,1,1,1,1,4
72,1,2,3,3,6,5
72,2,5,5,2,3,4
72,2,2,3,2,4,2
72,3,1,1,1,6,7
72,2,4,2,2,5,5
72,3,3,1,2,6,5
72,2,3,2,2,6,5
72,3,2,2,1,4,6
72,2,2,2,2,6,6
72,3,6,2,3,5,6
72,3,2,2,2,6,6
72,2,1,1,1,6,6
72,2,4,1,2,5,5
72,2,2,2,3,5,5
72,3,2,1,2,5,6
72,2,5,5,5,4,3
72,2,6,4,4,3,4
72,2,6,5,4,4,4
72,2,6,5,4,3,4
72,2,4,3,4,4,3
72,2,5,3,1,5,4
72,2,4,4,4,5,5
72,2,3,2,3,5,5
72,1,4,4,4,4,4
72,2,5,2,3,5,4
72,2,6,5,4,4,4
72,2,5,5,3,4,4
72,2,4,5,4,4,5
72,2,5,5,4,4,4
72,2,7,5,5,3,3
72,2,5,4,4,5,4
72,1,2,4,4,5,4
72,2,3,4,4,5,5
72,2,6,5,5,3,4
72,2,5,5,5,4,3
72,2,5,5,5,5,5
73,1,5,5,6,1,2
73,2,5,3,3,2,4
73,3,3,2,3,3,3
73,3,2,2,2,5,6
73,1,3,1,2,5,5
73,2,2,2,3,6,6
73,-1,5,2,5,1,3
73,1,3,4,6,2,2
73,1,2,2,4,4,4
73,3,1,2,3,4,6
73,2,2,2,2,6,6
73,3,1,2,3,6,6
73,3,5,3,6,2,1
73,3,2,2,3,6,5
73,2,7,6,6,3,6
73,2,7,6,6,3,2
73,2,7,6,4,2,4
73,0,4,6,6,3,3
73,3,1,2,1,6,4
73,2,1,2,5,5,4
73,3,2,1,2,3,3
73,2,3,4,3,6,7
73,2,5,5,6,1,3
73,-2,6,4,6,1,2
73,2,5,2,3,3,3
73,3,1,5,3,6,6
73,2,3,4,2,6,6
73,2,2,2,4,6,6
73,2,2,3,5,5,4
73,3,1,5,3,7,3
73,2,6,5,3,2,3
73,2,3,5,2,2,2
73,1,4,3,3,5,7
73,2,2,2,1,6,6
73,-1,2,2,1,6,5
73,2,1,2,1,5,5
73,-3,7,6,1,2,1
73,-2,5,6,1,2,3
73,2,2,2,4,6,6
73,-3,6,4,4,2,3
73,2,6,6,2,3,5
73,2,1,6,3,5,7
73,3,1,2,2,5,6
73,3,1,2,2,6,6
73,2,1,2,1,7,6
74,2,2,1,4,1,1
74,2,1,1,1,4,2
74,3,2,1,5,2,1
74,3,1,1,5,5,5
74,3,1,1,1,5,4
74,3,1,1,1,4,3
74,-2,1,1,1,4,4
74,3,1,1,1,5,5
74,3,1,1,1,6,5
74,3,1,1,1,4,4
74,3,1,1,1,5,4
74,3,1,1,1,5,5
74,2,1,1,2,4,4
74,2,1,1,1,5,5
74,3,1,1,1,5,4
